Navio: Suezmax T172
Cenário: Extremo
Manobra: Entrada PGL3A Atrac. BB
Corrente: N 0.8nó 
Vento: SE 25nós 
Onda: 2.25m 12s SE 

x y zz vx vy vzz rudder_demanded propeller_demanded distance_port distance_starboard distance_target
10792.58 5260.62 -160.08 4.09 -0.32 -0.0 -0.03 4 76.01 55.539 5172.637
10792.18 5260.51 -160.08 4.09 -0.32 -0.0 -0.03 4 75.997 55.552 5172.222
10791.78 5260.4 -160.08 4.1 -0.32 -0.0 -0.03 4 75.985 55.564 5171.807
10791.39 5260.29 -160.08 4.1 -0.32 0.0 -0.03 4 75.969 55.579 5171.402
10790.99 5260.18 -160.08 4.1 -0.32 0.0 -0.03 4 75.957 55.592 5170.987
10790.59 5260.07 -160.08 4.11 -0.32 0.0 -0.03 4 75.944 55.605 5170.572
10790.2 5259.96 -160.08 4.11 -0.32 0.0 -0.03 4 75.929 55.62 5170.167
10789.8 5259.86 -160.08 4.11 -0.32 0.0 -0.03 4 75.926 55.622 5169.755
10789.4 5259.75 -160.08 4.12 -0.32 0.0 -0.03 4 75.913 55.635 5169.34
10789.0 5259.64 -160.08 4.12 -0.32 0.0 -0.03 4 75.9 55.648 5168.925
10788.6 5259.53 -160.08 4.12 -0.32 0.0 -0.03 4 75.888 55.66 5168.51
10788.21 5259.42 -160.08 4.13 -0.32 0.0 -0.03 4 75.873 55.675 5168.105
10787.81 5259.31 -160.08 4.13 -0.32 0.0 -0.03 4 75.86 55.688 5167.69
10787.41 5259.2 -160.08 4.13 -0.32 0.0 -0.03 4 75.847 55.701 5167.276
10787.01 5259.09 -160.08 4.14 -0.32 0.0 -0.03 4 75.834 55.713 5166.861
10786.61 5258.97 -160.08 4.14 -0.32 0.0 -0.03 4 75.812 55.736 5166.443
10786.21 5258.86 -160.08 4.14 -0.32 0.0 -0.03 4 75.799 55.749 5166.029
10785.81 5258.75 -160.08 4.15 -0.32 0.0 -0.03 4 75.787 55.761 5165.614
10785.4 5258.64 -160.08 4.15 -0.32 0.0 -0.03 4 75.776 55.771 5165.189
10785.0 5258.53 -160.08 4.15 -0.32 0.0 -0.03 4 75.763 55.784 5164.774
10784.6 5258.42 -160.08 4.15 -0.32 0.0 -0.03 4 75.751 55.797 5164.36
10784.2 5258.31 -160.08 4.16 -0.32 0.0 -0.03 4 75.738 55.809 5163.945
10783.8 5258.2 -160.08 4.16 -0.32 0.0 -0.03 4 75.725 55.822 5163.53
10783.4 5258.09 -160.08 4.16 -0.32 0.0 -0.03 4 75.713 55.835 5163.115
10782.99 5257.97 -160.08 4.17 -0.32 0.0 -0.03 4 75.692 55.855 5162.688
10782.59 5257.86 -160.08 4.17 -0.32 0.0 -0.03 4 75.68 55.867 5162.273
10782.19 5257.75 -160.08 4.17 -0.32 0.0 -0.03 4 75.667 55.88 5161.859
10781.79 5257.64 -160.08 4.17 -0.32 0.0 -0.03 4 75.654 55.893 5161.444
10781.38 5257.53 -160.08 4.17 -0.32 0.0 -0.03 4 75.644 55.903 5161.019
10780.98 5257.41 -160.08 4.18 -0.31 0.0 -0.03 4 75.621 55.925 5160.602
10780.58 5257.3 -160.08 4.18 -0.31 0.0 -0.03 4 75.609 55.938 5160.187
10780.17 5257.19 -160.08 4.18 -0.31 0.0 -0.03 4 75.598 55.948 5159.763
10779.77 5257.07 -160.08 4.18 -0.31 0.0 -0.03 4 75.576 55.971 5159.345
10779.36 5256.96 -160.08 4.18 -0.31 0.0 -0.03 4 75.566 55.981 5158.921
10778.96 5256.85 -160.08 4.18 -0.31 0.0 -0.03 4 75.553 55.994 5158.506
10778.56 5256.73 -160.08 4.18 -0.31 0.0 -0.03 4 75.53 56.016 5158.088
10778.15 5256.62 -160.08 4.19 -0.31 0.0 -0.03 4 75.52 56.026 5157.664
10777.75 5256.5 -160.07 4.19 -0.3 0.0 -0.03 4 75.474 56.025 5157.247
10777.35 5256.39 -160.07 4.19 -0.3 0.0 -0.03 4 75.461 56.038 5156.832
10776.94 5256.28 -160.07 4.19 -0.3 0.01 -0.03 4 75.451 56.048 5156.407
10776.54 5256.16 -160.07 4.19 -0.3 0.01 -0.03 4 75.428 56.071 5155.99
10776.13 5256.05 -160.07 4.19 -0.3 0.01 -0.03 4 75.418 56.081 5155.565
10775.73 5255.93 -160.07 4.19 -0.3 0.01 -0.03 4 75.395 56.103 5155.148
10775.33 5255.82 -160.07 4.19 -0.3 0.01 -0.03 4 75.383 56.116 5154.733
10774.92 5255.7 -160.07 4.19 -0.29 0.01 -0.03 4 75.363 56.136 5154.306
10774.52 5255.59 -160.07 4.19 -0.29 0.01 -0.03 4 75.35 56.149 5153.891
10774.12 5255.47 -160.07 4.19 -0.29 0.01 -0.03 4 75.327 56.171 5153.474
10773.71 5255.36 -160.07 4.18 -0.29 0.01 -0.03 4 75.317 56.181 5153.05
10773.31 5255.24 -160.07 4.18 -0.29 0.01 -0.03 4 75.295 56.204 5152.632
10772.91 5255.13 -160.07 4.18 -0.29 0.01 -0.01 4 75.282 56.216 5152.217
10772.5 5255.01 -160.07 4.18 -0.29 0.01 -0.01 4 75.262 56.236 5151.79
10772.1 5254.89 -160.07 4.18 -0.28 0.01 -0.01 4 75.239 56.259 5151.373
10771.7 5254.78 -160.06 4.18 -0.28 0.01 -0.01 4 75.203 56.248 5150.958
10771.3 5254.66 -160.06 4.17 -0.28 0.01 -0.01 4 75.18 56.27 5150.541
10770.89 5254.55 -160.06 4.17 -0.28 0.01 -0.01 4 75.17 56.28 5150.116
10770.49 5254.43 -160.06 4.17 -0.28 0.01 -0.01 4 75.148 56.303 5149.699
10770.09 5254.32 -160.06 4.17 -0.28 0.01 -0.01 4 75.135 56.315 5149.284
10769.69 5254.2 -160.06 4.16 -0.28 0.01 -0.01 4 75.112 56.338 5148.867
10769.29 5254.08 -160.06 4.16 -0.28 0.01 -0.01 4 75.09 56.36 5148.449
10768.89 5253.97 -160.06 4.16 -0.28 0.01 -0.01 4 75.077 56.373 5148.034
10768.49 5253.85 -160.06 4.16 -0.28 0.01 -0.01 4 75.055 56.395 5147.617
10768.09 5253.74 -160.06 4.15 -0.27 0.01 -0.01 4 75.042 56.408 5147.202
10767.69 5253.62 -160.06 4.15 -0.27 0.01 -0.01 4 75.02 56.43 5146.785
10767.29 5253.5 -160.06 4.15 -0.27 0.01 -0.01 4 74.997 56.453 5146.368
10766.89 5253.39 -160.06 4.14 -0.27 0.01 -0.01 4 74.985 56.465 5145.953
10766.49 5253.27 -160.06 4.14 -0.27 0.01 -0.01 4 74.962 56.488 5145.535
10766.09 5253.16 -160.06 4.14 -0.27 0.01 -0.01 4 74.949 56.5 5145.121
10765.7 5253.04 -160.05 4.13 -0.27 0.01 -0.01 4 74.901 56.501 5144.713
10765.3 5252.93 -160.05 4.13 -0.27 0.01 -0.01 4 74.888 56.514 5144.298
10764.9 5252.81 -160.05 4.12 -0.27 0.01 -0.01 4 74.866 56.536 5143.881
10764.51 5252.7 -160.05 4.12 -0.27 0.01 -0.01 4 74.851 56.551 5143.476
10764.11 5252.58 -160.05 4.12 -0.27 0.01 -0.01 4 74.828 56.574 5143.058
10763.71 5252.47 -160.05 4.11 -0.27 0.01 -0.01 4 74.815 56.586 5142.643
10763.32 5252.35 -160.05 4.11 -0.27 0.01 -0.01 4 74.791 56.611 5142.236
10762.92 5252.24 -160.05 4.1 -0.27 0.01 -0.01 4 74.778 56.624 5141.821
10762.53 5252.12 -160.05 4.1 -0.27 0.01 -0.01 4 74.753 56.649 5141.413
10762.13 5252.01 -160.05 4.09 -0.27 0.01 -0.01 4 74.74 56.661 5140.998
10761.74 5251.9 -160.05 4.09 -0.27 0.01 -0.02 4 74.725 56.676 5140.593
10761.35 5251.78 -160.05 4.09 -0.27 0.01 -0.02 4 74.7 56.701 5140.185
10760.95 5251.67 -160.05 4.08 -0.28 0.01 -0.02 4 74.688 56.714 5139.771
10760.56 5251.55 -160.05 4.08 -0.28 0.01 -0.02 4 74.663 56.738 5139.363
10760.17 5251.44 -160.05 4.07 -0.28 0.01 -0.02 4 74.648 56.753 5138.958
10759.77 5251.33 -160.05 4.07 -0.28 0.01 -0.02 4 74.635 56.766 5138.543
10759.38 5251.22 -160.05 4.06 -0.28 0.01 -0.02 4 74.62 56.781 5138.138
10758.99 5251.1 -160.04 4.06 -0.28 0.01 -0.02 4 74.572 56.782 5137.73
10758.6 5250.99 -160.04 4.06 -0.28 0.01 -0.02 4 74.556 56.797 5137.325
10758.21 5250.88 -160.04 4.05 -0.28 0.01 -0.02 4 74.541 56.812 5136.92
10757.82 5250.77 -160.04 4.05 -0.29 0.01 -0.02 4 74.526 56.827 5136.515
10757.43 5250.66 -160.04 4.04 -0.29 0.01 -0.02 4 74.511 56.842 5136.11
10757.04 5250.55 -160.04 4.04 -0.29 0.01 -0.02 4 74.496 56.857 5135.704
10756.65 5250.44 -160.04 4.04 -0.29 0.01 -0.02 4 74.481 56.872 5135.299
10756.26 5250.33 -160.04 4.03 -0.29 0.01 -0.02 4 74.466 56.887 5134.894
10755.87 5250.22 -160.04 4.03 -0.29 0.01 -0.02 4 74.451 56.902 5134.489
10755.48 5250.11 -160.04 4.03 -0.3 0.01 -0.02 4 74.436 56.917 5134.084
10755.09 5250.0 -160.04 4.02 -0.3 0.01 -0.02 4 74.421 56.932 5133.679
10754.71 5249.89 -160.04 4.02 -0.3 0.01 -0.02 4 74.403 56.95 5133.283
