Navio: Aframax
Cenário: Severo
Manobra: Entrada
Corrente: N 1nó 
Vento: SE 25 nós 
Onda: 2.25m 12s SE 

x y zz vx vy vzz rudder_demanded propeller_demanded distance_port distance_starboard distance_target
9969.13 5050.52 -162.04 3.01 -0.03 -0.07 -0.61 2 74.631 74.651 4322.834
9968.85 5050.43 -162.05 3.01 -0.04 -0.05 -0.61 2 74.631 74.693 4322.54
9968.56 5050.34 -162.05 3.02 -0.04 -0.04 -0.61 2 74.612 74.712 4322.237
9968.27 5050.25 -162.06 3.02 -0.04 -0.03 -0.61 2 74.614 74.753 4321.933
9967.98 5050.17 -162.06 3.03 -0.05 -0.01 -0.61 2 74.604 74.762 4321.632
9967.69 5050.08 -162.06 3.03 -0.05 -0.0 -0.61 2 74.585 74.781 4321.329
9967.4 5049.99 -162.06 3.03 -0.05 0.01 -0.61 2 74.566 74.8 4321.026
9967.11 5049.9 -162.06 3.04 -0.06 0.02 -0.61 2 74.546 74.82 4320.722
9966.82 5049.81 -162.05 3.04 -0.06 0.03 -0.61 2 74.506 74.818 4320.419
9966.53 5049.72 -162.05 3.05 -0.07 0.05 -0.61 2 74.487 74.837 4320.116
9966.24 5049.64 -162.05 3.05 -0.07 0.06 -0.61 2 74.478 74.846 4319.815
9965.94 5049.55 -162.04 3.06 -0.08 0.07 -0.61 2 74.44 74.842 4319.502
9965.65 5049.46 -162.03 3.06 -0.08 0.08 -0.61 2 74.4 74.84 4319.198
9965.36 5049.38 -162.02 3.07 -0.08 0.09 -0.61 2 74.369 74.828 4318.898
