Navio: Suezmax T172
Cenário: Extremo
Manobra: Entrada PGL3A Atrac. BB
Corrente: N 0.8nó 
Vento: SE 25nós 
Onda: 2.25m 12s SE 

time_stamp x y zz vx vy vzz rudder_demanded_orientation_0 distance_port distance_starboard distance_target discrete_propeller
9.9 10821.59 5268.87 -160.06 4.1 -0.28 -0.0 -0.01 77.15 54.309 5202.791 65.76
10.0 10821.2 5268.76 -160.06 4.1 -0.28 -0.0 -0.01 77.135 54.324 5202.386 65.76
10.1 10820.8 5268.64 -160.06 4.1 -0.28 -0.0 -0.01 77.113 54.346 5201.969 65.76
10.2 10820.41 5268.53 -160.06 4.1 -0.28 -0.0 -0.01 77.098 54.361 5201.563 65.76
10.3 10820.01 5268.42 -160.07 4.09 -0.28 -0.0 -0.01 77.109 54.397 5201.149 65.76
10.4 10819.62 5268.3 -160.07 4.09 -0.28 -0.0 -0.01 77.084 54.422 5200.741 65.76
10.5 10819.22 5268.19 -160.07 4.09 -0.28 -0.0 -0.01 77.071 54.435 5200.326 65.76
10.6 10818.83 5268.07 -160.07 4.09 -0.28 -0.0 -0.01 77.046 54.459 5199.918 65.76
10.7 10818.44 5267.96 -160.07 4.09 -0.28 -0.0 -0.01 77.031 54.474 5199.513 65.76
10.8 10818.04 5267.85 -160.07 4.09 -0.28 -0.0 -0.01 77.019 54.487 5199.098 65.76
10.9 10817.65 5267.73 -160.07 4.09 -0.28 -0.0 -0.01 76.994 54.512 5198.691 65.76
11.0 10817.25 5267.62 -160.07 4.09 -0.28 -0.0 -0.01 76.981 54.525 5198.276 65.76
11.1 10816.86 5267.51 -160.07 4.09 -0.27 -0.0 -0.01 76.966 54.54 5197.871 65.76
11.2 10816.47 5267.39 -160.07 4.08 -0.27 -0.0 -0.01 76.941 54.564 5197.463 65.76
11.3 10816.07 5267.28 -160.07 4.08 -0.27 -0.0 -0.01 76.928 54.577 5197.048 65.76
11.4 10815.68 5267.17 -160.07 4.08 -0.27 -0.0 -0.01 76.913 54.592 5196.643 65.76
11.5 10815.29 5267.05 -160.07 4.08 -0.27 -0.0 -0.01 76.889 54.617 5196.235 65.76
11.6 10814.9 5266.94 -160.07 4.08 -0.27 -0.0 -0.01 76.873 54.632 5195.83 65.76
11.7 10814.5 5266.83 -160.07 4.08 -0.27 -0.0 -0.01 76.861 54.644 5195.415 65.76
11.8 10814.11 5266.71 -160.07 4.08 -0.27 -0.0 -0.01 76.836 54.669 5195.008 65.76
11.9 10813.72 5266.6 -160.07 4.07 -0.27 -0.0 -0.01 76.821 54.684 5194.603 65.76
12.0 10813.33 5266.49 -160.07 4.07 -0.27 -0.0 -0.01 76.806 54.699 5194.197 65.76
12.1 10812.93 5266.37 -160.07 4.07 -0.27 -0.0 -0.01 76.783 54.722 5193.78 65.76
12.2 10812.54 5266.26 -160.07 4.07 -0.27 -0.0 -0.01 76.768 54.737 5193.375 65.76
