Navio: Suezmax T172
Cenário: Vento NE
Manobra: Entrada PGL3B Atrac. BB
Corrente: N 0.8nó 
Vento: NE 25nós 
Onda: 1.0m 8s NE 

time_stamp x y zz vx vy vzz rudder_demanded_orientation_0 propeller_demanded_rpm_0 distance_port distance_starboard distance_target
19.9 10871.0 5233.48 -171.55 3.05 0.13 -0.13 0.0 3 33.86399598061381 103.04206776398881 5241.778533080765
20.0 10870.7 5233.43 -171.56 3.05 0.13 -0.13 0.0 3 33.86220876832564 102.99615344084332 5241.475447251121
20.1 10870.4 5233.37 -171.57 3.05 0.13 -0.13 0.0 3 33.8507037957835 102.95995872419589 5241.169903351763
20.2 10870.1 5233.31 -171.59 3.05 0.13 -0.13 0.0 3 33.815376223127984 102.89994242690676 5240.86435949876
20.3 10869.8 5233.25 -171.6 3.05 0.13 -0.13 0.0 4 33.803874587703355 102.86375104936916 5240.558815692114
20.4 10869.5 5233.2 -171.61 3.05 0.13 -0.13 0.0 4 33.80209293727197 102.81784229140577 5240.255730209961
20.5 10869.2 5233.14 -171.63 3.05 0.13 -0.14 0.0 4 33.766774275204014 102.75783491001663 5239.950186524901
20.6 10868.9 5233.08 -171.64 3.05 0.13 -0.14 0.0 4 33.75527709942777 102.7216479947849 5239.644642886226
20.7 10868.6 5233.03 -171.65 3.05 0.13 -0.14 0.0 4 33.75349991154882 102.67574370202652 5239.341557676531
20.8 10868.3 5232.97 -171.67 3.05 0.13 -0.14 0.0 4 33.71819018328923 102.61574525975918 5239.0360141595065
20.9 10868.0 5232.91 -171.68 3.05 0.13 -0.14 0.0 4 33.706697478768945 102.57956281844137 5238.730470688899
21.0 10867.7 5232.86 -171.7 3.05 0.13 -0.14 0.0 4 33.68111333727267 102.50985260083515 5238.427385751791
21.1 10867.4 5232.8 -171.71 3.05 0.13 -0.14 0.0 3 33.66962399381385 102.47367352256376 5238.121842402898
21.2 10867.1 5232.74 -171.72 3.05 0.13 -0.14 0.0 3 33.658135772154196 102.4374955667622 5237.81629910045
21.3 10866.8 5232.69 -171.74 3.05 0.13 -0.14 0.0 3 33.632560605088436 102.36779432889738 5237.513214436058
21.4 10866.5 5232.63 -171.75 3.05 0.13 -0.14 0.0 3 33.62107575319662 102.33161974485114 5237.207671255393
21.5 10866.2 5232.57 -171.76 3.05 0.13 -0.14 0.0 3 33.60959202600515 102.29544628617387 5236.902128121199
